ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket
594,14,4,01-10-2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
595,46,5,18-09-2025,4,Exceeded  my expectations!,0,Positive,0.0 to 0.49
596,48,15,27-06-2025,3,"Good quality, but could  be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
597,11,1,07-09-2025,5,The quality is top-notch.,0,Positive,0.0 to 0.49
598,3,2,04-08-2023,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
599,94,19,01-08-2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
600,65,3,11-01-2025,2,Not worth  the money.,-0.1695,Negative,-0.49 to 0.0
601,25,11,31-07-2025,5,Amazing  value for the price.,0.7351,Positive,0.5 to 1.0
602,56,8,08-02-2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
603,88,4,02-07-2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
604,87,2,10-06-2023,3,"Average experience, nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
605,1,3,17-06-2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
606,48,8,14-10-2023,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
607,25,14,07-07-2025,3,"Great purchase, very satisfied.",0.8016,Mixed Positive,0.5 to 1.0
608,7,9,21-03-2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
609,40,10,23-10-2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
610,69,3,29-01-2025,5,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
611,6,4,06-12-2023,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
612,38,2,17-06-2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
613,48,12,10-02-2025,3,"The product is okay, but the instructions  were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
614,23,2,20-01-2025,3,"I love this product, will buy again!",0.6696,Mixed Positive,0.5 to 1.0
615,98,1,08-01-2025,5,"Excellent  product, highly recommend!",0.7773,Positive,0.5 to 1.0
616,38,20,14-11-2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
617,29,15,22-12-2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
618,45,7,21-08-2024,4,Shipping was fast and the item  was well-packaged.,0,Positive,0.0 to 0.49
619,68,14,06-12-2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
620,100,1,22-10-2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
621,70,14,13-05-2025,2,The product arrived late.,0,Negative,0.0 to 0.49
622,30,4,22-12-2025,4,The quality  is top-notch.,0,Positive,0.0 to 0.49
623,5,1,15-06-2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
624,82,14,28-11-2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
625,32,10,20-02-2023,5,"Great purchase, very  satisfied.",0.8016,Positive,0.5 to 1.0
626,38,11,18-12-2025,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
627,18,6,26-06-2023,5,Amazing value for  the price.,0.7351,Positive,0.5 to 1.0
628,22,4,30-08-2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
629,16,20,28-07-2024,5,Exceeded my  expectations!,0,Positive,0.0 to 0.49
630,31,10,14-08-2024,4,The quality is  top-notch.,0,Positive,0.0 to 0.49
631,73,12,30-10-2024,4,"Good quality, but could be  cheaper.",0.2382,Positive,0.0 to 0.49
632,40,20,24-02-2023,3,"Average experience,  nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
633,52,3,26-12-2023,2,The  product arrived late.,0,Negative,0.0 to 0.49
634,27,13,25-02-2024,4,"Good quality, but could be  cheaper.",0.2382,Positive,0.0 to 0.49
635,85,16,22-02-2023,3,"The product is okay, but the instructions were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
636,37,13,18-12-2023,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
637,17,7,21-08-2024,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
638,63,16,23-08-2025,2,"Good quality, but could be cheaper.",0.2382,Mixed Negative,0.0 to 0.49
639,14,12,07-07-2024,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
640,23,14,09-08-2024,3,"The product is okay,  but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
641,58,9,05-01-2024,1,I had a bad experience with this product.,-0.5423,Negative,-1.0 to -0.5
642,53,17,28-04-2025,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
643,89,16,07-01-2024,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
644,97,10,25-11-2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
645,23,20,02-11-2023,5,Customer support  was very helpful.,0.6997,Positive,0.5 to 1.0
646,75,2,09-10-2023,5,"I  love this product, will buy again!",0.6696,Positive,0.5 to 1.0
647,68,2,03-01-2023,4,Customer support was  very helpful.,0.6997,Positive,0.5 to 1.0
648,76,5,19-03-2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
649,8,17,05-02-2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
650,28,3,08-11-2024,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
651,38,9,10-09-2024,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
652,39,19,06-05-2025,5,The quality is top-notch.,0,Positive,0.0 to 0.49
653,66,16,14-01-2025,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
654,46,8,01-01-2023,1,The color was different from what was shown.,0,Negative,0.0 to 0.49
655,63,16,06-04-2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
656,17,11,22-07-2024,3,"Good quality,  but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
657,35,11,18-10-2025,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
658,3,18,16-06-2025,1,Not worth the  money.,-0.1695,Negative,-0.49 to 0.0
659,29,20,16-03-2023,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
660,62,5,06-10-2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
661,40,18,20-09-2025,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
662,15,5,24-03-2025,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
663,23,10,26-05-2025,5,"Excellent product, highly  recommend!",0.7773,Positive,0.5 to 1.0
664,31,16,11-08-2025,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
665,99,12,03-01-2024,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
666,53,19,25-05-2024,3,Not  worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
667,80,14,08-01-2024,4,The quality  is top-notch.,0,Positive,0.0 to 0.49
668,55,4,25-04-2024,5,"Excellent product,  highly recommend!",0.7773,Positive,0.5 to 1.0
669,19,19,31-12-2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
670,53,13,31-03-2024,5,The build quality is  impressive.,0.5106,Positive,0.5 to 1.0
671,24,5,28-03-2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
672,95,14,15-02-2025,5,"Great  purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
673,74,12,16-10-2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
674,29,1,30-08-2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
675,24,9,07-02-2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
676,6,12,14-03-2024,5,The build quality is  impressive.,0.5106,Positive,0.5 to 1.0
677,6,17,29-03-2024,4,Five  stars for the quick delivery.,0,Positive,0.0 to 0.49
678,49,9,19-05-2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
679,10,8,29-09-2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
680,60,20,12-06-2025,4,Exceeded my  expectations!,0,Positive,0.0 to 0.49
681,48,16,21-03-2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
682,80,11,05-01-2023,1,"Not satisfied, the product broke after a week.",-0.6288,Negative,-1.0 to -0.5
683,22,10,06-04-2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
684,92,12,12-01-2025,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
685,86,14,22-03-2024,1,The color was different from what was shown.,0,Negative,0.0 to 0.49
686,31,17,09-05-2023,5,"I  love this product, will buy again!",0.6696,Positive,0.5 to 1.0
687,86,17,16-07-2023,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
688,32,12,07-07-2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
689,34,16,23-04-2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
690,61,19,11-10-2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
691,40,7,27-07-2024,3,Five stars for the quick delivery.,0,Neutral,0.0 to 0.49
692,64,10,22-12-2023,3,Not worth the  money.,-0.1695,Mixed Negative,-0.49 to 0.0
693,58,10,31-08-2023,5,The build quality is  impressive.,0.5106,Positive,0.5 to 1.0
694,27,13,05-07-2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
695,13,14,15-09-2023,4,Customer support  was very helpful.,0.6997,Positive,0.5 to 1.0
696,48,11,07-10-2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
697,13,7,21-09-2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
698,4,18,28-06-2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
699,42,19,30-01-2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
700,14,2,23-11-2023,4,"I  love this product, will buy again!",0.6696,Positive,0.5 to 1.0
701,68,4,02-01-2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
702,92,3,06-02-2025,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
703,3,16,17-04-2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
704,8,20,26-09-2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
705,88,11,25-05-2025,5,Exceeded  my expectations!,0,Positive,0.0 to 0.49
706,75,5,03-01-2024,5,Exceeded my  expectations!,0,Positive,0.0 to 0.49
707,96,16,08-08-2024,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
708,70,17,20-01-2024,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
709,1,16,25-02-2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
710,88,7,26-09-2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
711,39,12,07-12-2023,5,"Excellent  product, highly recommend!",0.7773,Positive,0.5 to 1.0
712,53,17,17-09-2024,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
713,55,12,12-12-2024,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
714,76,2,11-01-2023,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
715,13,2,26-03-2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
716,64,2,12-08-2023,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
717,82,1,07-03-2025,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
718,30,20,19-05-2023,1,"Terrible customer service, would not buy again.",-0.4767,Negative,-0.49 to 0.0
719,24,4,03-12-2025,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative,-0.49 to 0.0
720,41,4,05-08-2025,5,Shipping was fast and the item was  well-packaged.,0,Positive,0.0 to 0.49
721,4,15,25-09-2024,2,Not  worth the money.,-0.1695,Negative,-0.49 to 0.0
722,68,16,14-10-2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
723,84,7,22-11-2023,2,The product arrived late.,0,Negative,0.0 to 0.49
724,31,3,21-01-2024,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
725,13,6,30-09-2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
726,33,20,16-10-2024,5,Customer support was  very helpful.,0.6997,Positive,0.5 to 1.0
727,39,1,24-09-2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
728,30,1,23-08-2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
729,99,9,17-03-2023,1,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
730,67,6,15-01-2025,4,The quality is  top-notch.,0,Positive,0.0 to 0.49
731,4,7,13-07-2023,5,The build  quality is impressive.,0.5106,Positive,0.5 to 1.0
732,56,20,02-03-2025,4,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
733,75,13,07-11-2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
734,63,2,10-03-2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
735,22,15,02-03-2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
736,72,6,17-10-2023,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
737,45,15,11-10-2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
738,3,12,22-08-2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
739,70,18,05-07-2023,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
740,33,5,05-02-2025,2,"Good quality, but could be cheaper.",0.2382,Mixed Negative,0.0 to 0.49
741,3,9,24-05-2025,3,Not  worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
742,84,7,03-03-2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
743,89,3,15-05-2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
744,63,19,31-03-2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
745,85,12,17-05-2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
746,24,13,28-03-2024,5,"I love  this product, will buy again!",0.6696,Positive,0.5 to 1.0
747,84,1,27-04-2023,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
748,100,13,15-09-2025,3,"Great purchase,  very satisfied.",0.8016,Mixed Positive,0.5 to 1.0
749,64,13,28-06-2025,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
750,3,5,20-06-2024,4,The  quality is top-notch.,0,Positive,0.0 to 0.49
751,58,17,11-07-2025,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
752,7,12,11-10-2024,1,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
753,94,4,29-01-2023,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
754,55,11,11-07-2025,4,The quality is top-notch.,0,Positive,0.0 to 0.49
755,27,15,31-03-2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
756,94,8,25-03-2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
757,8,13,27-09-2023,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
758,53,1,23-05-2024,2,"Average experience, nothing  special.",-0.3089,Negative,-0.49 to 0.0
759,21,16,13-12-2024,2,Product did not meet my expectations.,0,Negative,0.0 to 0.49
760,100,5,18-12-2025,3,Not  worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
761,49,16,17-03-2025,3,Customer support was very helpful.,0.6997,Mixed Positive,0.5 to 1.0
762,39,13,31-05-2025,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
763,54,16,16-08-2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
764,84,11,08-07-2024,1,"Terrible customer service, would not buy again.",-0.4767,Negative,-0.49 to 0.0
765,74,18,11-12-2024,1,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
766,83,7,31-07-2025,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
767,48,11,09-10-2023,5,Exceeded  my expectations!,0,Positive,0.0 to 0.49
768,24,16,18-02-2023,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
769,77,7,02-09-2024,5,"Excellent product,  highly recommend!",0.7773,Positive,0.5 to 1.0
770,52,1,02-02-2025,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
771,32,12,21-03-2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
772,62,4,13-09-2023,4,Five  stars for the quick delivery.,0,Positive,0.0 to 0.49
773,17,14,21-06-2024,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
774,46,6,10-12-2025,5,"Great purchase,  very satisfied.",0.8016,Positive,0.5 to 1.0
775,13,16,31-08-2025,4,"Great purchase, very  satisfied.",0.8016,Positive,0.5 to 1.0
776,17,13,12-01-2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
777,81,6,14-02-2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
778,97,7,11-06-2025,5,The quality is  top-notch.,0,Positive,0.0 to 0.49
779,66,17,25-05-2025,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
780,83,1,23-10-2025,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
781,68,13,06-06-2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
782,25,3,19-08-2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
783,21,18,30-11-2024,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
784,22,16,09-12-2024,2,"The product is okay, but the instructions were unclear.",-0.2617,Negative,-0.49 to 0.0
785,9,10,11-10-2025,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
786,37,13,29-07-2025,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
787,59,5,08-08-2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
788,83,15,16-05-2025,3,Customer support was  very helpful.,0.6997,Mixed Positive,0.5 to 1.0
789,7,17,08-04-2023,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
790,73,9,08-06-2024,4,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
791,11,18,27-06-2023,3,"Average experience, nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
792,88,14,29-07-2023,3,"The product is  okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
793,53,7,21-05-2025,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
794,24,17,03-12-2024,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
795,4,14,16-12-2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
796,27,17,27-02-2025,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
797,68,19,22-02-2025,5,The quality is  top-notch.,0,Positive,0.0 to 0.49
798,95,13,22-08-2023,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
799,96,9,17-07-2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
800,74,8,23-05-2024,5,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
801,36,10,09-01-2023,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
802,12,16,04-03-2023,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
803,6,11,22-09-2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
804,16,8,22-09-2025,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
805,76,20,28-10-2024,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
806,18,9,28-08-2023,5,The quality is top-notch.,0,Positive,0.0 to 0.49
807,68,8,06-03-2025,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
808,49,6,12-12-2025,3,"Good quality, but could be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49
809,37,17,20-08-2023,2,Product did not meet my  expectations.,0,Negative,0.0 to 0.49
810,56,2,24-06-2025,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
811,10,2,28-01-2024,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
812,80,20,19-04-2025,4,"I love this product, will  buy again!",0.6696,Positive,0.5 to 1.0
813,58,15,28-03-2024,5,The quality is top-notch.,0,Positive,0.0 to 0.49
814,93,3,28-10-2024,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
815,72,6,19-11-2025,1,I had a bad experience  with this product.,-0.5423,Negative,-1.0 to -0.5
816,91,1,11-01-2024,4,"Great purchase,  very satisfied.",0.8016,Positive,0.5 to 1.0
817,6,15,17-11-2024,3,Five stars for the quick delivery.,0,Neutral,0.0 to 0.49
818,55,20,11-12-2023,3,"Average experience, nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0
819,20,15,12-05-2024,4,Shipping was fast and the item  was well-packaged.,0,Positive,0.0 to 0.49
820,47,19,10-04-2023,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
821,98,12,19-10-2025,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
822,47,15,28-01-2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
823,59,14,29-09-2024,5,Five  stars for the quick delivery.,0,Positive,0.0 to 0.49
824,77,13,30-07-2024,3,"Good quality, but could be cheaper.",0.2382,Mixed Positive,0.0 to 0.49
825,21,18,10-01-2023,1,"Not satisfied, the product broke after a week.",-0.6288,Negative,-1.0 to -0.5
826,8,11,29-10-2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
827,84,18,05-04-2025,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
828,53,20,28-02-2025,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
829,31,9,17-05-2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
830,61,19,23-07-2025,2,"Average experience, nothing  special.",-0.3089,Negative,-0.49 to 0.0
831,48,17,30-08-2025,3,Not worth the money.,-0.1695,Mixed Negative,-0.49 to 0.0
832,44,17,23-04-2024,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
833,31,18,29-08-2023,5,Exceeded my  expectations!,0,Positive,0.0 to 0.49
834,74,1,21-09-2025,2,"Average  experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
835,12,12,07-05-2024,5,Exceeded my expectations!,0,Positive,0.0 to 0.49
836,52,9,25-10-2023,1,Product did  not meet my expectations.,0,Negative,0.0 to 0.49
837,19,16,11-12-2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
838,61,17,21-04-2024,5,Shipping was fast and the  item was well-packaged.,0,Positive,0.0 to 0.49
839,79,7,02-08-2024,4,Shipping  was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
840,44,10,30-01-2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
841,88,10,25-08-2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
842,70,17,03-10-2024,5,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
843,51,13,28-08-2025,2,Not worth  the money.,-0.1695,Negative,-0.49 to 0.0
844,66,10,01-07-2023,4,"I love this product, will  buy again!",0.6696,Positive,0.5 to 1.0
845,89,7,26-07-2023,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
846,17,17,22-04-2024,4,The quality is top-notch.,0,Positive,0.0 to 0.49
847,6,5,29-05-2025,1,"Terrible customer service, would not buy again.",-0.4767,Negative,-0.49 to 0.0
848,6,18,08-03-2023,1,The product stopped working after a month.,-0.2263,Negative,-0.49 to 0.0
849,78,10,01-02-2025,2,"Good quality, but could be cheaper.",0.2382,Mixed Negative,0.0 to 0.49
850,89,12,24-07-2023,4,The quality is top-notch.,0,Positive,0.0 to 0.49
851,31,12,29-11-2025,5,The quality is top-notch.,0,Positive,0.0 to 0.49
852,37,11,03-12-2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
853,42,11,19-05-2023,3,"The product is okay, but  the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
854,7,5,09-06-2025,5,Shipping was fast  and the item was well-packaged.,0,Positive,0.0 to 0.49
855,2,7,08-01-2024,2,Not worth the money.,-0.1695,Negative,-0.49 to 0.0
856,23,6,03-01-2023,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
857,11,15,17-10-2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
858,92,17,05-05-2025,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
859,6,19,25-06-2024,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
860,27,5,26-01-2025,3,Not worth  the money.,-0.1695,Mixed Negative,-0.49 to 0.0
861,70,8,18-04-2024,5,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
862,4,10,17-01-2025,2,Disappointed with the performance.,-0.4767,Negative,-0.49 to 0.0
863,93,5,05-07-2025,3,"The product is okay, but the  instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
864,85,1,16-01-2025,4,Customer support was very  helpful.,0.6997,Positive,0.5 to 1.0
865,17,13,03-03-2025,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
866,36,16,03-03-2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
867,7,8,20-07-2023,1,"Terrible customer service, would not buy again.",-0.4767,Negative,-0.49 to 0.0
868,10,14,01-11-2024,4,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
869,18,3,02-02-2023,4,Five stars for the quick delivery.,0,Positive,0.0 to 0.49
870,19,2,19-03-2023,3,"Average experience, nothing special.",-0.3089,Mixed Negative,-0.49 to 0.0
871,3,5,20-03-2024,5,The  build quality is impressive.,0.5106,Positive,0.5 to 1.0
872,96,3,14-04-2025,2,Product did  not meet my expectations.,0,Negative,0.0 to 0.49
873,82,15,21-06-2025,5,Shipping was fast and the item was well-packaged.,0,Positive,0.0 to 0.49
874,78,8,09-11-2025,4,The build quality is impressive.,0.5106,Positive,0.5 to 1.0
875,44,20,27-11-2023,4,"Good quality, but could be cheaper.",0.2382,Positive,0.0 to 0.49
876,10,19,19-06-2024,1,The product stopped working after a month.,-0.2263,Negative,-0.49 to 0.0
877,78,14,28-08-2024,3,"The product is okay, but the instructions were unclear.",-0.2617,Mixed Negative,-0.49 to 0.0
878,24,10,26-05-2025,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
879,2,6,16-09-2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
880,29,13,31-07-2023,5,"Excellent product, highly recommend!",0.7773,Positive,0.5 to 1.0
881,63,2,25-04-2023,4,"I love this product, will buy again!",0.6696,Positive,0.5 to 1.0
882,6,7,08-10-2024,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
883,4,9,08-07-2023,4,"Great purchase, very satisfied.",0.8016,Positive,0.5 to 1.0
884,24,2,08-11-2023,5,Amazing value for the price.,0.7351,Positive,0.5 to 1.0
885,58,6,10-09-2024,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
886,95,15,14-02-2025,5,Customer support was very helpful.,0.6997,Positive,0.5 to 1.0
887,38,10,17-03-2025,2,"Average experience, nothing special.",-0.3089,Negative,-0.49 to 0.0
